Country Name,Country Code,Indicator Name,Indicator Code,Year,Value
Central Europe and the Baltics,CEB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.95685838323978
Switzerland,CHE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.95871971933516
Channel Islands,CHI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.9716214885003
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,8.49009340597647
Cote d'Ivoire,CIV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-0.265789462275947
Cameroon,CMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.83241779430614
"Congo, Dem. Rep.",COD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-6.91092731652101
"Congo, Rep.",COG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,7.5759803952642
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.92486148176778
Comoros,COM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,10.847878616072
Cabo Verde,CPV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,14.2848688450919
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.86871809125479
Caribbean small states,CSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.65896099193061
Cuba,CUB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.91476001879718
Curacao,CUW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
Cayman Islands,CYM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.96531031488554
Czechia,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.00102863502944
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.91250296366708
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.3402193206939
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.74686259540198
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.6617622800146
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.80000000133005
East Asia & Pacific (excluding high income),EAP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,7.64657808569183
Early-demographic dividend,EAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.42817826606418
East Asia & Pacific,EAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.39624142845965
Europe & Central Asia (excluding high income),ECA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.7788147387722
Europe & Central Asia,ECS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.35525178046257
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,1.0918015643576
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.37000382991766
Euro area,EMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.86117819418781
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-3.14198590251638
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.24594382377803
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,10.0876344406951
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.07321747957957
European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.90052515626455
Fragile and conflict affected situations,FCS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.46385413929053
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.7733624584817
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-1.69999841605511
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.92366922704063
Faroe Islands,FRO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.83390378617111
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-1.88296639760897
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.31872705812104
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,1.84038117927339
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.70000008164408
Gibraltar,GIB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.50306056299607
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.50000021632955
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,1.10027814955129
Equatorial Guinea,GNQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,18.2137799569674
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.91977052993795
Grenada,GRD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.88795213650562
Greenland,GRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,7.10159688181619
Guatemala,GTM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.6088687174876
Guam,GUM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
Guyana,GUY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-1.36380390261873
High income,HIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.25907622324257
"Hong Kong SAR, China",HKG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,7.6634406887425
Honduras,HND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,7.29128815869618
Heavily indebted poor countries (HIPC),HPC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.88899820735506
Croatia,HRV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.95627461433136
Haiti,HTI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,0.870059259424892
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.47919473197571
IBRD only,IBD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.89156951859576
IDA & IBRD total,IBT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.72471537231318
IDA total,IDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.93527237600155
IDA blend,IDB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.78519851568653
Indonesia,IDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.92006774777576
IDA only,IDX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.07564269142151
Isle of Man,IMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.30000152552805
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.84099115659129
Not classified,INX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
Ireland,IRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,9.40352467698926
"Iran, Islamic Rep.",IRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.84552747587396
Iraq,IRQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,16.9216656903831
Iceland,ISL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.98504277020335
Israel,ISR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,8.67165527699174
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.78695514323979
Jamaica,JAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,0.87870354796236
Jordan,JOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.24571192079179
Japan,JPN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.76464755143648
Kazakhstan,KAZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,9.80000000214156
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,0.599695390807426
Kyrgyz Republic,KGZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.44333663288322
Cambodia,KHM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,9.99358032294613
Kiribati,KIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.77966101694916
St. Kitts and Nevis,KNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,10.042808415173
"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,9.06083332508534
Kuwait,KWT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.69458187079211
Latin America & Caribbean (excluding high income),LAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.62121284693681
Lao PDR,LAO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.79878232861959
Lebanon,LBN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,1.34187161970405
Liberia,LBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,28.6159333495884
Libya,LBY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.6792704082
St. Lucia,LCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,0.0487485535201131
Latin America & Caribbean,LCN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.60996886651847
Least developed countries: UN classification,LDC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.34724403765516
Low income,LIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.20270359570583
Liechtenstein,LIE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.22019308239609
Sri Lanka,LKA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.00003315828934
Lower middle income,LMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.20603550658569
Low & middle income,LMY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.53117578592854
Lesotho,LSO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.87554677576694
Late-demographic dividend,LTE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.98320832312544
Lithuania,LTU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.69552542107776
Luxembourg,LUX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.93813024939334
Latvia,LVA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.67574131186166
"Macao SAR, China",MAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.74661120275405
St. Martin (French part),MAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
Morocco,MAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.58218091499747
Monaco,MCO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.91022917641209
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.10771608200733
Madagascar,MDG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.45685893956946
Maldives,MDV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.84581023205122
Middle East & North Africa,MEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.76484790116207
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.02928399378261
Marshall Islands,MHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.45442785042576
Middle income,MIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.57858620927492
North Macedonia,MKD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.54913578288874
Mali,MLI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-0.0608349718131223
Malta,MLT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,19.6812693767412
Myanmar,MMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,13.7459305561226
Middle East & North Africa (excluding high income),MNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.0330601416733
Montenegro,MNE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.10000005928039
Mongolia,MNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,1.14606213709108
Northern Mariana Islands,MNP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
Mozambique,MOZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,0.766234955773442
Mauritania,MRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-3.91802587923293
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,8.20279174865273
Malawi,MWI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,1.57607762407666
Malaysia,MYS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,8.85886816969386
North America,NAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.16197041719309
Namibia,NAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.49218336365178
New Caledonia,NCL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.10010882688805
Niger,NER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-1.20847774100575
Nigeria,NGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.01593475931159
Nicaragua,NIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.10159025073438
Netherlands,NLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.1956424978691
Norway,NOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.31894567098156
Nepal,NPL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.19999998192236
Nauru,NRU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-6.8561929490339
New Zealand,NZL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.87059022192307
OECD members,OED,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.09296291517127
Oman,OMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.55106688508485
Other small states,OSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,7.02144576039991
Pakistan,PAK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.2600880111325
Panama,PAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.71537380193523
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.69437139806912
Philippines,PHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.38250483347254
Palau,PLW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-2.60390209580014
Papua New Guinea,PNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-2.49484199260023
Poland,POL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.56098540978283
Pre-demographic dividend,PRE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.57536205526692
Puerto Rico,PRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.27196452862317
"Korea, Dem. People's Rep.",PRK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.81617806346979
Paraguay,PRY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-2.31414056819045
West Bank and Gaza,PSE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-8.55618329065622
Pacific island small states,PSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-1.68867990126606
Post-demographic dividend,PST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.03497304143468
French Polynesia,PYF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.24541101308193
Qatar,QAT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,8.02812548290528
Romania,ROU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.4612634592269
Russian Federation,RUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,10.0000668136515
Rwanda,RWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,8.3708851319076
South Asia,SAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.1124498119147
Saudi Arabia,SAU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.62541316747544
Sudan,SDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.34586743997545
Senegal,SEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.88721095816793
Singapore,SGP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,9.03831632555163
Solomon Islands,SLB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-14.2769995911798
Sierra Leone,SLE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.6527296593931
El Salvador,SLV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,1.12790697674419
San Marino,SMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.17937971500419
Somalia,SOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,7.11031431127893
Serbia,SRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.13181308953254
Sub-Saharan Africa (excluding high income),SSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.47720428626275
South Sudan,SSD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
Sub-Saharan Africa,SSF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.47812372745
Small states,SST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.82320676634842
Sao Tome and Principe,STP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,0.448368349123342
Suriname,SUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,2.09999886750489
Slovak Republic,SVK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,1.16652651824111
Slovenia,SVN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.67237154968245
Sweden,SWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.7663488714872
Eswatini,SWZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,1.76017376022224
Sint Maarten (Dutch part),SXM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
Seychelles,SYC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.25319834931828
Syrian Arab Republic,SYR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,0.675642589410501
Turks and Caicos Islands,TCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
Chad,TCD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-0.879681025444839
East Asia & Pacific (IDA & IBRD countries),TEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,7.64568723763301
Europe & Central Asia (IDA & IBRD countries),TEC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,7.3597057575905
Togo,TGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-0.783479606390131
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.45524704335014
Tajikistan,TJK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,8.32432449473859
Turkmenistan,TKM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.46906413252854
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.58362515246515
Timor-Leste,TLS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,58.0781077761976
Middle East & North Africa (IDA & IBRD countries),TMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.16747638466546
Tonga,TON,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,0.875990063008445
South Asia (IDA & IBRD),TSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.1124498119147
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.47812372745004
Trinidad and Tobago,TTO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.90135959072803
Tunisia,TUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.7099729138049
Turkiye,TUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.93323970455904
Tuvalu,TUV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-0.970489205783323
Tanzania,TZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.52078463603256
Uganda,UGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.141907338187
Ukraine,UKR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.90000000024899
Upper middle income,UMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.9567870579618
Uruguay,URY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-1.92993063549235
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.07758575804293
Uzbekistan,UZB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.83500000014033
St. Vincent and the Grenadines,VCT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,1.63903190394467
"Venezuela, RB",VEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.68694416687683
British Virgin Islands,VGB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
Virgin Islands (U.S.),VIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
Viet Nam,VNM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.78731640463151
Vanuatu,VUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.92480905652914
World,WLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.53109478934492
Samoa,WSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,5.09304469244418
Kosovo,XKX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,
"Yemen, Rep.",YEM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,6.1819155928913
South Africa,ZAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.20000000067826
Zambia,ZMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,3.89732294341896
Zimbabwe,ZWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,-3.05918974918634
Aruba,ABW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2001,4.1820016304779
Africa Eastern and Southern,AFE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2001,3.51014673876612
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2001,-9.43197406761324
Africa Western and Central,AFW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2001,5.20909415462476
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2001,4.2059985561951
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2001,8.29331263121023
Andorra,AND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2001,8.11935772169949
Arab World,ARB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2001,1.67856914031832
